DIABETES,BINGE,CURRENT SMOKE,SEX,RACE,BORN WHERE?,AGE,N, WEIGHTED N ,WEIGHTED %
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,5+ YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,<5 YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,BORN IN THE US,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=WHITE,BORN IN THE US,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,5+ YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=NO,SRSEX=MALE,racen=HISPANIC,<5 YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,5+ YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,<5 YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=OTHER,BORN IN THE US,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",5+ YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",<5 YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,PHIL",BORN IN THE US,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",5+ YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",<5 YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,VIET",BORN IN THE US,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",5+ YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",<5 YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,"racen=ASIAN,CHINA",BORN IN THE US,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,45-49 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,40-44 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,35-39 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,30-34 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,26-29 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,5+ YEARS,18-25 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,85+ YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,80-84 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,75-79 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,70-74 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,65-69 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,60-64 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,55-59 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,50-54 YEARS,0,,
DM=YES,binge=YES,SMKCUR=YES,SRSEX=FEMALE,racen=ASIANONLY,<5 YEARS,45-49 YEARS,0,,
